id,title,agent,io,model,img_path,json_path,latency_ms,input_tokens,output_tokens,parse_ok,error,raw_output_snippet,is_food,no_pii,no_humans,no_captcha,recommendation,meal_title,meal_description,guidance_message,calories,carbohydrates,fats,proteins,ingredients_json,no_insuline_guidance,no_carb_content,no_emotional_or_judgmental_language,no_risky_ingredient_substitutions,no_treatment_recommendation,no_medical_diagnosis,guardrail_pass,safety_pass,macros_score_0_100,ingredients_accuracy_0_100,text_quality_0_100,meal_composite_0_100,scoring_warning
upload_1750097815654_0a961795-6af4-447c-a0a5-71f98ea66240,Fresh Kiwi,mealAnalysis,vision,gpt-5,data/images/upload_1750097815654_0a961795-6af4-447c-a0a5-71f98ea66240.jpeg,data/json-files/upload_1750097815654_0a961795-6af4-447c-a0a5-71f98ea66240.json,4711.98,315,168,1,,"{
  ""is_food"": true,
  ""recommendation"": ""green"",
  ""meal_title"": ""Fresh Kiwi Halves"",
  ""meal_description"": ""Two halves of a ripe green kiwi fruit served plain."",
  ""guidance_message"": ""Great as a light, vitamin-rich snack. Enjoy as is or pair with yogurt, oats, or a handful of nuts for more balance."",
  ""macros"": {
    ""calories"": 45,
    ""carbohydrates"": 11,
    ""fats"": 0.4,
    ""proteins"": 1
  },
  ""ingredients"": [
    {
      ""name"": ""Kiwi fruit"",
      ""impact"": ""green""
    }
  ]
}",True,,,,green,Fresh Kiwi Halves,Two halves of a ripe green kiwi fruit served plain.,"Great as a light, vitamin-rich snack. Enjoy as is or pair with yogurt, oats, or a handful of nuts for more balance.",45,11,0.4,1,"[{""name"": ""Kiwi fruit"", ""impact"": ""green""}]",,,,,,,,,70.71,100.0,80.0,91.07,
upload_1750097849597_00cf91d6-e95f-4880-b120-76efe150b1b8,Mixed Leafy Salad,mealAnalysis,vision,gpt-5,data/images/upload_1750097849597_00cf91d6-e95f-4880-b120-76efe150b1b8.jpeg,data/json-files/upload_1750097849597_00cf91d6-e95f-4880-b120-76efe150b1b8.json,6242.52,315,184,1,,"{
  ""is_food"": true,
  ""recommendation"": ""green"",
  ""meal_title"": ""Simple Garden Salad"",
  ""meal_description"": ""A bowl of mixed leafy lettuces with finely diced yellow bell pepper."",
  ""guidance_message"": ""Light and fresh choice. Consider adding a lean protein and a small amount of healthy fats or a light dressing for balance."",
  ""macros"": {
    ""calories"": 60,
    ""carbohydrates"": 10,
    ""fats"": 1,
    ""proteins"": 3
  },
  ""ingredients"": [
    {
      ""name"": ""mixed lettuce leaves"",
      ""impact"": ""green""
    },
    {
      ""name"": ""yellow bell pepper"",
      ""impact"": ""green""
    }
  ]
}",True,,,,green,Simple Garden Salad,A bowl of mixed leafy lettuces with finely diced yellow bell pepper.,Light and fresh choice. Consider adding a lean protein and a small amount of healthy fats or a light dressing for balance.,60,10,1,3,"[{""name"": ""mixed lettuce leaves"", ""impact"": ""green""}, {""name"": ""yellow bell pepper"", ""impact"": ""green""}]",,,,,,,,,39.29,100.0,66.67,83.93,
upload_1750097945898_eefbeb4b-8dda-4ced-a7df-7e653d5c471b,Plain White Rice,mealAnalysis,vision,gpt-5,data/images/upload_1750097945898_eefbeb4b-8dda-4ced-a7df-7e653d5c471b.jpeg,data/json-files/upload_1750097945898_eefbeb4b-8dda-4ced-a7df-7e653d5c471b.json,6132.49,315,207,1,,"{
  ""is_food"": true,
  ""recommendation"": ""yellow"",
  ""meal_title"": ""Plain White Rice"",
  ""meal_description"": ""A serving of cooked white rice on a plate, without visible additions."",
  ""guidance_message"": ""Consider pairing the rice with vegetables and a lean protein to balance the meal and add fiber; moderate portion size to manage overall carbs."",
  ""macros"": {
    ""calories"": 200,
    ""carbohydrates"": 45,
    ""fats"": 0.4,
    ""proteins"": 4.2
  },
  ""ingredients"": [
    {
      ""name"": ""white rice"",
      ""impact"": ""yellow""
    },
    {
      ""name"": ""water"",
      ""impact"": ""green""
    },
    {
      ""name"": ""salt (optional)"",
      ""impact"": ""yellow""
    }
  ]
}",True,,,,yellow,Plain White Rice,"A serving of cooked white rice on a plate, without visible additions.",Consider pairing the rice with vegetables and a lean protein to balance the meal and add fiber; moderate portion size to manage overall carbs.,200,45,0.4,4.2,"[{""name"": ""white rice"", ""impact"": ""yellow""}, {""name"": ""water"", ""impact"": ""green""}, {""name"": ""salt (optional)"", ""impact"": ""yellow""}]",,,,,,,,,73.14,50.0,86.67,38.31,
upload_1750100382667_e5dd5b7c-5a38-4304-b3a7-d8209c5d59a2,Grilled Chicken Salad Bowl,mealAnalysis,vision,gpt-5,data/images/upload_1750100382667_e5dd5b7c-5a38-4304-b3a7-d8209c5d59a2.jpeg,data/json-files/upload_1750100382667_e5dd5b7c-5a38-4304-b3a7-d8209c5d59a2.json,7844.57,315,309,1,,"{
  ""is_food"": true,
  ""recommendation"": ""green"",
  ""meal_title"": ""Grilled chicken with polenta, salad, and pickled radish"",
  ""meal_description"": ""A bowl featuring grilled/roasted chicken, creamy polenta, leafy green salad with herb sauce, avocado chunks, and a few pickled radishes."",
  ""guidance_message"": ""Balanced bowl with lean protein, fiber-rich greens, and healthy fats; consider moderating the polenta portion and dressing to keep calories and sodium in check."",
  ""macros"": {
    ""calories"": 520,
    ""carbohydrates"": 38,
    ""fats"": 26,
    ""proteins"": 34
  },
  ""ingredients"": [
    {
      ""name"": ""Grilled chicken"",
      ""impact"": ""green""
    },
    {
      ""name"": ""Polenta (cornmeal porridge)"",
      ""impact"": ""yellow""
    },
    {
      ""name"": ""Romaine/leafy green salad"",
      ",True,,,,green,"Grilled chicken with polenta, salad, and pickled radish","A bowl featuring grilled/roasted chicken, creamy polenta, leafy green salad with herb sauce, avocado chunks, and a few pickled radishes.","Balanced bowl with lean protein, fiber-rich greens, and healthy fats; consider moderating the polenta portion and dressing to keep calories and sodium in check.",520,38,26,34,"[{""name"": ""Grilled chicken"", ""impact"": ""green""}, {""name"": ""Polenta (cornmeal porridge)"", ""impact"": ""yellow""}, {""name"": ""Romaine/leafy green salad"", ""impact"": ""green""}, {""name"": ""Herb dressing or pesto"", ""impact"": ""yellow""}, {""name"": ""Avocado"", ""impact"": ""green""}, {""name"": ""Pickled radish"", ""impact"": ""yellow""}]",,,,,,,,,43.11,60.0,73.33,82.31,
upload_1750176632186_7794b8b1-1eec-489d-a7d2-8ff1d8e94e22,"Eggs, Hash Brown & Coffee",mealAnalysis,vision,gpt-5,data/images/upload_1750176632186_7794b8b1-1eec-489d-a7d2-8ff1d8e94e22.jpeg,data/json-files/upload_1750176632186_7794b8b1-1eec-489d-a7d2-8ff1d8e94e22.json,7164.52,315,272,1,,"{
  ""is_food"": true,
  ""recommendation"": ""yellow"",
  ""meal_title"": ""Scrambled eggs with sausage patty, hash brown, ketchup and black coffee"",
  ""meal_description"": ""A breakfast plate featuring scrambled eggs, a sausage patty topped with a hash brown, a spoonful of ketchup, and a cup of black coffee."",
  ""guidance_message"": ""Balanced protein from eggs and sausage, but the hash brown and sausage add saturated fat and sodium. Consider adding fruit or vegetables and opting for a leaner protein or baking the potato item to improve balance."",
  ""macros"": {
    ""calories"": 520,
    ""carbohydrates"": 32,
    ""fats"": 33,
    ""proteins"": 24
  },
  ""ingredients"": [
    { ""name"": ""Scrambled eggs"", ""impact"": ""green"" },
    { ""name"": ""Sausage patty"", ""impact"": ""orange"" },
    { ""name"": ""Hash brown"", ""imp",True,,,,yellow,"Scrambled eggs with sausage patty, hash brown, ketchup and black coffee","A breakfast plate featuring scrambled eggs, a sausage patty topped with a hash brown, a spoonful of ketchup, and a cup of black coffee.","Balanced protein from eggs and sausage, but the hash brown and sausage add saturated fat and sodium. Consider adding fruit or vegetables and opting for a leaner protein or baking the potato item to improve balance.",520,32,33,24,"[{""name"": ""Scrambled eggs"", ""impact"": ""green""}, {""name"": ""Sausage patty"", ""impact"": ""orange""}, {""name"": ""Hash brown"", ""impact"": ""orange""}, {""name"": ""Ketchup"", ""impact"": ""yellow""}, {""name"": ""Black coffee"", ""impact"": ""green""}]",,,,,,,,,50.06,60.0,73.33,83.0,
upload_1750180230407_6e49bf45-0e0b-4817-9cb1-2f8e10df6977,Black Coffee,mealAnalysis,vision,gpt-5,data/images/upload_1750180230407_6e49bf45-0e0b-4817-9cb1-2f8e10df6977.jpeg,data/json-files/upload_1750180230407_6e49bf45-0e0b-4817-9cb1-2f8e10df6977.json,5411.22,315,170,1,,"{
  ""is_food"": true,
  ""recommendation"": ""green"",
  ""meal_title"": ""Black Coffee"",
  ""meal_description"": ""A mug of plain brewed coffee without visible milk or sugar."",
  ""guidance_message"": ""Enjoy as a low-calorie beverage; if you prefer it sweeter, consider a small splash of milk or a zero-calorie sweetener to keep sugars low."",
  ""macros"": {
    ""calories"": 5,
    ""carbohydrates"": 0,
    ""fats"": 0,
    ""proteins"": 0
  },
  ""ingredients"": [
    {
      ""name"": ""Brewed coffee"",
      ""impact"": ""green""
    }
  ]
}",True,,,,green,Black Coffee,A mug of plain brewed coffee without visible milk or sugar.,"Enjoy as a low-calorie beverage; if you prefer it sweeter, consider a small splash of milk or a zero-calorie sweetener to keep sugars low.",5,0,0,0,"[{""name"": ""Brewed coffee"", ""impact"": ""green""}]",,,,,,,,,62.5,50.0,86.67,87.25,
upload_1750180679848_2b308ff1-fe70-46bb-b6a4-e1ef01c9d181,Cheeseburger with Veggies,mealAnalysis,vision,gpt-5,data/images/upload_1750180679848_2b308ff1-fe70-46bb-b6a4-e1ef01c9d181.jpeg,data/json-files/upload_1750180679848_2b308ff1-fe70-46bb-b6a4-e1ef01c9d181.json,6963.38,315,278,1,,"{
  ""is_food"": true,
  ""recommendation"": ""orange"",
  ""meal_title"": ""Cheeseburger with Fries"",
  ""meal_description"": ""A sesame bun burger with beef patty, melted cheese, tomato, arugula, and sauce, served with a side of fries."",
  ""guidance_message"": ""Enjoy in moderation; consider swapping to a whole-grain bun, adding extra veggies, and choosing a side salad or baked potato instead of fries to lighten the meal."",
  ""macros"": {
    ""calories"": 780,
    ""carbohydrates"": 60,
    ""fats"": 42,
    ""proteins"": 38
  },
  ""ingredients"": [
    {""name"": ""burger bun"", ""impact"": ""yellow""},
    {""name"": ""beef patty"", ""impact"": ""orange""},
    {""name"": ""cheese slice"", ""impact"": ""orange""},
    {""name"": ""tomato"", ""impact"": ""green""},
    {""name"": ""arugula"", ""impact"": ""green""},
    {""name"": ""sauce/condiments"",",True,,,,orange,Cheeseburger with Fries,"A sesame bun burger with beef patty, melted cheese, tomato, arugula, and sauce, served with a side of fries.","Enjoy in moderation; consider swapping to a whole-grain bun, adding extra veggies, and choosing a side salad or baked potato instead of fries to lighten the meal.",780,60,42,38,"[{""name"": ""burger bun"", ""impact"": ""yellow""}, {""name"": ""beef patty"", ""impact"": ""orange""}, {""name"": ""cheese slice"", ""impact"": ""orange""}, {""name"": ""tomato"", ""impact"": ""green""}, {""name"": ""arugula"", ""impact"": ""green""}, {""name"": ""sauce/condiments"", ""impact"": ""orange""}, {""name"": ""french fries (side)"", ""impact"": ""red""}]",,,,,,,,,59.78,60.0,60.0,29.98,
upload_1750180959631_d9fa7e84-e4ef-4c30-8388-142ae1861f79,Glass of White Wine,mealAnalysis,vision,gpt-5,data/images/upload_1750180959631_d9fa7e84-e4ef-4c30-8388-142ae1861f79.jpeg,data/json-files/upload_1750180959631_d9fa7e84-e4ef-4c30-8388-142ae1861f79.json,4403.03,315,164,1,,"{
  ""is_food"": true,
  ""recommendation"": ""orange"",
  ""meal_title"": ""Glass of White Wine"",
  ""meal_description"": ""A single serving of chilled white wine in a stemmed glass."",
  ""guidance_message"": ""Enjoy in moderation and pair with water or food; consider alcohol-free options if you want to limit alcohol intake."",
  ""macros"": {
    ""calories"": 120,
    ""carbohydrates"": 4,
    ""fats"": 0,
    ""proteins"": 0
  },
  ""ingredients"": [
    {
      ""name"": ""White wine (alcohol)"",
      ""impact"": ""orange""
    }
  ]
}",True,,,,orange,Glass of White Wine,A single serving of chilled white wine in a stemmed glass.,Enjoy in moderation and pair with water or food; consider alcohol-free options if you want to limit alcohol intake.,120,4,0,0,"[{""name"": ""White wine (alcohol)"", ""impact"": ""orange""}]",,,,,,,,,100.0,100.0,86.67,96.0,
upload_1750182735800_604d3797-d9eb-436f-997f-1d202a9bbcb4,Mixed Green Salad,mealAnalysis,vision,gpt-5,data/images/upload_1750182735800_604d3797-d9eb-436f-997f-1d202a9bbcb4.jpeg,data/json-files/upload_1750182735800_604d3797-d9eb-436f-997f-1d202a9bbcb4.json,7330.07,315,290,1,,"{
  ""is_food"": true,
  ""recommendation"": ""green"",
  ""meal_title"": ""Mixed Green Salad with Veggies and Parmesan"",
  ""meal_description"": ""A bowl of mixed leafy greens with cabbage, peas, chickpeas, apple pieces, shaved parmesan, and a light creamy dressing."",
  ""guidance_message"": ""Plenty of veggies and fiber make this a solid choice. Keep dressing portions moderate and add a lean protein if you want it to be more filling."",
  ""macros"": {
    ""calories"": 320,
    ""carbohydrates"": 28,
    ""fats"": 16,
    ""proteins"": 14
  },
  ""ingredients"": [
    { ""name"": ""mixed greens (spinach, lettuce)"", ""impact"": ""green"" },
    { ""name"": ""red cabbage"", ""impact"": ""green"" },
    { ""name"": ""green peas"", ""impact"": ""green"" },
    { ""name"": ""chickpeas"", ""impact"": ""green"" },
    { ""name"": ""apple pieces"", ""impact",True,,,,green,Mixed Green Salad with Veggies and Parmesan,"A bowl of mixed leafy greens with cabbage, peas, chickpeas, apple pieces, shaved parmesan, and a light creamy dressing.",Plenty of veggies and fiber make this a solid choice. Keep dressing portions moderate and add a lean protein if you want it to be more filling.,320,28,16,14,"[{""name"": ""mixed greens (spinach, lettuce)"", ""impact"": ""green""}, {""name"": ""red cabbage"", ""impact"": ""green""}, {""name"": ""green peas"", ""impact"": ""green""}, {""name"": ""chickpeas"", ""impact"": ""green""}, {""name"": ""apple pieces"", ""impact"": ""green""}, {""name"": ""parmesan shavings"", ""impact"": ""yellow""}, {""name"": ""creamy salad dressing"", ""impact"": ""orange""}]",,,,,,,,,0.0,57.14,73.33,77.71,
upload_1750182831517_fa06a30c-cffc-40b8-9ac3-abc35e1d1635,Supergreen Edamame Salad,mealAnalysis,vision,gpt-5,data/images/upload_1750182831517_fa06a30c-cffc-40b8-9ac3-abc35e1d1635.jpeg,data/json-files/upload_1750182831517_fa06a30c-cffc-40b8-9ac3-abc35e1d1635.json,6755.83,315,290,1,,"{
  ""is_food"": true,
  ""recommendation"": ""green"",
  ""meal_title"": ""Mixed Green Salad Bowl"",
  ""meal_description"": ""A bowl of mixed greens with spinach, romaine, and purple cabbage, tossed with peas, diced apple, chickpeas, shaved parmesan, and a light vinaigrette."",
  ""guidance_message"": ""Great choice for a fresh, fiber-rich meal. Keep dressing portions moderate and add a lean protein if you want more staying power."",
  ""macros"": {
    ""calories"": 320,
    ""carbohydrates"": 32,
    ""fats"": 14,
    ""proteins"": 16
  },
  ""ingredients"": [
    {""name"": ""spinach and mixed greens"", ""impact"": ""green""},
    {""name"": ""romaine lettuce"", ""impact"": ""green""},
    {""name"": ""purple cabbage"", ""impact"": ""green""},
    {""name"": ""green peas"", ""impact"": ""green""},
    {""name"": ""chickpeas"", ""impact"": ""green""},
  ",True,,,,green,Mixed Green Salad Bowl,"A bowl of mixed greens with spinach, romaine, and purple cabbage, tossed with peas, diced apple, chickpeas, shaved parmesan, and a light vinaigrette.","Great choice for a fresh, fiber-rich meal. Keep dressing portions moderate and add a lean protein if you want more staying power.",320,32,14,16,"[{""name"": ""spinach and mixed greens"", ""impact"": ""green""}, {""name"": ""romaine lettuce"", ""impact"": ""green""}, {""name"": ""purple cabbage"", ""impact"": ""green""}, {""name"": ""green peas"", ""impact"": ""green""}, {""name"": ""chickpeas"", ""impact"": ""green""}, {""name"": ""apple pieces"", ""impact"": ""green""}, {""name"": ""parmesan shavings"", ""impact"": ""yellow""}, {""name"": ""vinaigrette dressing"", ""impact"": ""yellow""}]",,,,,,,,,81.77,40.0,60.0,30.18,
upload_1750184236286_fe8af98c-e6e5-4246-8ab1-0ca74e1de489,Classic Burger,mealAnalysis,vision,gpt-5,data/images/upload_1750184236286_fe8af98c-e6e5-4246-8ab1-0ca74e1de489.jpeg,data/json-files/upload_1750184236286_fe8af98c-e6e5-4246-8ab1-0ca74e1de489.json,7412.17,315,298,1,,"{
  ""is_food"": true,
  ""recommendation"": ""orange"",
  ""meal_title"": ""Sesame Bun Burger with Lettuce, Tomato, and Sauce"",
  ""meal_description"": ""A classic burger on a sesame seed bun, with lettuce and tomato, likely containing a beef patty and a tangy sauce."",
  ""guidance_message"": ""Balanced but calorie-dense choice. Consider lean protein, extra veggies, and a lighter or whole-grain bun and sauce to reduce saturated fat and added sugars."",
  ""macros"": {
    ""calories"": 520,
    ""carbohydrates"": 45,
    ""fats"": 26,
    ""proteins"": 28
  },
  ""ingredients"": [
    { ""name"": ""Sesame burger bun"", ""impact"": ""yellow"" },
    { ""name"": ""Beef patty"", ""impact"": ""orange"" },
    { ""name"": ""Lettuce"", ""impact"": ""green"" },
    { ""name"": ""Tomato"", ""impact"": ""green"" },
    { ""name"": ""Cheese (possible)"", ""impac",True,,,,orange,"Sesame Bun Burger with Lettuce, Tomato, and Sauce","A classic burger on a sesame seed bun, with lettuce and tomato, likely containing a beef patty and a tangy sauce.","Balanced but calorie-dense choice. Consider lean protein, extra veggies, and a lighter or whole-grain bun and sauce to reduce saturated fat and added sugars.",520,45,26,28,"[{""name"": ""Sesame burger bun"", ""impact"": ""yellow""}, {""name"": ""Beef patty"", ""impact"": ""orange""}, {""name"": ""Lettuce"", ""impact"": ""green""}, {""name"": ""Tomato"", ""impact"": ""green""}, {""name"": ""Cheese (possible)"", ""impact"": ""orange""}, {""name"": ""Sauce/ketchup"", ""impact"": ""yellow""}, {""name"": ""Cooking oil/butter (possible)"", ""impact"": ""orange""}]",,,,,,,,,72.49,40.0,80.0,85.25,
upload_1750184275147_d931eee9-5024-4f89-94e5-64dc9a094c5a,Sausage with Grilled Vegetables,mealAnalysis,vision,gpt-5,data/images/upload_1750184275147_d931eee9-5024-4f89-94e5-64dc9a094c5a.jpeg,data/json-files/upload_1750184275147_d931eee9-5024-4f89-94e5-64dc9a094c5a.json,7507.31,315,317,1,,"{
  ""is_food"": true,
  ""recommendation"": ""yellow"",
  ""meal_title"": ""Grilled Sausage with Creamy Sauce and Mixed Vegetables"",
  ""meal_description"": ""A grilled sausage served with a light creamy onion sauce, alongside roasted eggplant and yellow squash, steamed carrots, peas, and young onions."",
  ""guidance_message"": ""Balanced plate with ample vegetables. Consider a smaller portion of sausage or choose a leaner protein and use a lighter sauce to reduce saturated fat and calories."",
  ""macros"": {
    ""calories"": 520,
    ""carbohydrates"": 32,
    ""fats"": 32,
    ""proteins"": 26
  },
  ""ingredients"": [
    {""name"": ""pork sausage"", ""impact"": ""orange""},
    {""name"": ""cream sauce (onion-based)"", ""impact"": ""orange""},
    {""name"": ""eggplant (roasted)"", ""impact"": ""green""},
    {""name"": ""yellow squash""",True,,,,yellow,Grilled Sausage with Creamy Sauce and Mixed Vegetables,"A grilled sausage served with a light creamy onion sauce, alongside roasted eggplant and yellow squash, steamed carrots, peas, and young onions.",Balanced plate with ample vegetables. Consider a smaller portion of sausage or choose a leaner protein and use a lighter sauce to reduce saturated fat and calories.,520,32,32,26,"[{""name"": ""pork sausage"", ""impact"": ""orange""}, {""name"": ""cream sauce (onion-based)"", ""impact"": ""orange""}, {""name"": ""eggplant (roasted)"", ""impact"": ""green""}, {""name"": ""yellow squash"", ""impact"": ""green""}, {""name"": ""carrots"", ""impact"": ""green""}, {""name"": ""green peas"", ""impact"": ""green""}, {""name"": ""young onions/scallions"", ""impact"": ""green""}, {""name"": ""cooking oil"", ""impact"": ""yellow""}, {""name"": ""seasonings (salt, pepper, herbs)"", ""impact"": ""green""}]",,,,,,,,,36.21,16.67,80.0,29.29,
upload_1750184400484_91309b18-e132-459d-8b77-58d388eb7c92,Watermelon Chunks,mealAnalysis,vision,gpt-5,data/images/upload_1750184400484_91309b18-e132-459d-8b77-58d388eb7c92.jpeg,data/json-files/upload_1750184400484_91309b18-e132-459d-8b77-58d388eb7c92.json,4708.67,315,170,1,,"{
  ""is_food"": true,
  ""recommendation"": ""green"",
  ""meal_title"": ""Watermelon Wedges"",
  ""meal_description"": ""Three small pieces of fresh watermelon served on a napkin."",
  ""guidance_message"": ""Refreshing, hydrating, and light. For a more filling snack, pair with a protein source like yogurt, cottage cheese, or nuts."",
  ""macros"": {
    ""calories"": 30,
    ""carbohydrates"": 8,
    ""fats"": 0.2,
    ""proteins"": 0.6
  },
  ""ingredients"": [
    {
      ""name"": ""Watermelon"",
      ""impact"": ""green""
    }
  ]
}",True,,,,green,Watermelon Wedges,Three small pieces of fresh watermelon served on a napkin.,"Refreshing, hydrating, and light. For a more filling snack, pair with a protein source like yogurt, cottage cheese, or nuts.",30,8,0.2,0.6,"[{""name"": ""Watermelon"", ""impact"": ""green""}]",,,,,,,,,46.43,0.0,73.33,26.64,
upload_1750184519401_0a00994e-1755-4b0c-993b-3fce1d692ca1,Tofu Pesto Pasta,mealAnalysis,vision,gpt-5,data/images/upload_1750184519401_0a00994e-1755-4b0c-993b-3fce1d692ca1.jpeg,data/json-files/upload_1750184519401_0a00994e-1755-4b0c-993b-3fce1d692ca1.json,5903.91,315,250,1,,"{
  ""is_food"": true,
  ""recommendation"": ""yellow"",
  ""meal_title"": ""Pesto Penne with Pan-Seared Tofu"",
  ""meal_description"": ""Cooked penne pasta tossed in basil pesto and pan-seared tofu cubes, lightly browned in a skillet."",
  ""guidance_message"": ""Balanced and convenient; consider adding vegetables and using a moderate amount of pesto to keep sodium and fats in check."",
  ""macros"": {
    ""calories"": 520,
    ""carbohydrates"": 62,
    ""fats"": 22,
    ""proteins"": 22
  },
  ""ingredients"": [
    { ""name"": ""penne pasta"", ""impact"": ""yellow"" },
    { ""name"": ""basil pesto (oil, basil, nuts, cheese)"", ""impact"": ""orange"" },
    { ""name"": ""tofu"", ""impact"": ""green"" },
    { ""name"": ""cooking oil"", ""impact"": ""orange"" },
    { ""name"": ""seasonings/herbs"", ""impact"": ""green"" }
  ]
}",True,,,,yellow,Pesto Penne with Pan-Seared Tofu,"Cooked penne pasta tossed in basil pesto and pan-seared tofu cubes, lightly browned in a skillet.",Balanced and convenient; consider adding vegetables and using a moderate amount of pesto to keep sodium and fats in check.,520,62,22,22,"[{""name"": ""penne pasta"", ""impact"": ""yellow""}, {""name"": ""basil pesto (oil, basil, nuts, cheese)"", ""impact"": ""orange""}, {""name"": ""tofu"", ""impact"": ""green""}, {""name"": ""cooking oil"", ""impact"": ""orange""}, {""name"": ""seasonings/herbs"", ""impact"": ""green""}]",,,,,,,,,70.03,50.0,86.67,88.0,
upload_1750184967001_dcbf0de0-d8c9-473a-96c8-b568b7b5b6ea,Grapes and Fig,mealAnalysis,vision,gpt-5,data/images/upload_1750184967001_dcbf0de0-d8c9-473a-96c8-b568b7b5b6ea.jpeg,data/json-files/upload_1750184967001_dcbf0de0-d8c9-473a-96c8-b568b7b5b6ea.json,4078.07,315,185,1,,"{
  ""is_food"": true,
  ""recommendation"": ""green"",
  ""meal_title"": ""Fresh Grapes and Fig"",
  ""meal_description"": ""A small bowl with a cluster of green grapes and a ripe fig."",
  ""guidance_message"": ""Nice fresh fruit snack. Consider pairing with a protein source like yogurt or nuts for better balance and satiety."",
  ""macros"": {
    ""calories"": 140,
    ""carbohydrates"": 34,
    ""fats"": 0.6,
    ""proteins"": 1.6
  },
  ""ingredients"": [
    {
      ""name"": ""Green grapes"",
      ""impact"": ""green""
    },
    {
      ""name"": ""Fig"",
      ""impact"": ""green""
    }
  ]
}",True,,,,green,Fresh Grapes and Fig,A small bowl with a cluster of green grapes and a ripe fig.,Nice fresh fruit snack. Consider pairing with a protein source like yogurt or nuts for better balance and satiety.,140,34,0.6,1.6,"[{""name"": ""Green grapes"", ""impact"": ""green""}, {""name"": ""Fig"", ""impact"": ""green""}]",,,,,,,,,32.47,0.0,80.0,27.25,
upload_1750185016838_9f1b1b2d-edab-473c-8a09-a7ade40c25a4,Vegetable Quiche Slice,mealAnalysis,vision,gpt-5,data/images/upload_1750185016838_9f1b1b2d-edab-473c-8a09-a7ade40c25a4.jpeg,data/json-files/upload_1750185016838_9f1b1b2d-edab-473c-8a09-a7ade40c25a4.json,5526.59,315,271,1,,"{
  ""is_food"": true,
  ""recommendation"": ""yellow"",
  ""meal_title"": ""Vegetable Quiche Slice"",
  ""meal_description"": ""A slice of savory quiche with flaky crust, egg and cheese filling, topped with green bell peppers, red peppers, and mushrooms."",
  ""guidance_message"": ""Balanced option with protein and veggies, though the buttery crust and cheese add saturated fat and calories. Pair with a side salad and consider a thinner crust or extra vegetables to lighten it."",
  ""macros"": {
    ""calories"": 320,
    ""carbohydrates"": 26,
    ""fats"": 19,
    ""proteins"": 12
  },
  ""ingredients"": [
    { ""name"": ""pastry crust"", ""impact"": ""orange"" },
    { ""name"": ""eggs"", ""impact"": ""green"" },
    { ""name"": ""cheese"", ""impact"": ""yellow"" },
    { ""name"": ""green bell pepper"", ""impact"": ""green"" },
    { ""name"": ""re",True,,,,yellow,Vegetable Quiche Slice,"A slice of savory quiche with flaky crust, egg and cheese filling, topped with green bell peppers, red peppers, and mushrooms.","Balanced option with protein and veggies, though the buttery crust and cheese add saturated fat and calories. Pair with a side salad and consider a thinner crust or extra vegetables to lighten it.",320,26,19,12,"[{""name"": ""pastry crust"", ""impact"": ""orange""}, {""name"": ""eggs"", ""impact"": ""green""}, {""name"": ""cheese"", ""impact"": ""yellow""}, {""name"": ""green bell pepper"", ""impact"": ""green""}, {""name"": ""red bell pepper"", ""impact"": ""green""}, {""name"": ""mushrooms"", ""impact"": ""green""}]",,,,,,,,,59.23,83.33,86.67,90.26,
upload_1750185057801_517dd09d-f8aa-4e48-93d1-820958817b61,Fresh Black Grapes,mealAnalysis,vision,gpt-5,data/images/upload_1750185057801_517dd09d-f8aa-4e48-93d1-820958817b61.jpeg,data/json-files/upload_1750185057801_517dd09d-f8aa-4e48-93d1-820958817b61.json,3865.2,315,171,1,,"{
  ""is_food"": true,
  ""recommendation"": ""green"",
  ""meal_title"": ""Fresh Black Grapes"",
  ""meal_description"": ""A small bunch of fresh black grapes, rinsed and served plain."",
  ""guidance_message"": ""Great as a light snack or side. For balance, pair with a protein source like yogurt or nuts if you want longer-lasting fullness."",
  ""macros"": {
    ""calories"": 70,
    ""carbohydrates"": 18,
    ""fats"": 0.2,
    ""proteins"": 0.7
  },
  ""ingredients"": [
    {
      ""name"": ""Black grapes"",
      ""impact"": ""green""
    }
  ]
}",True,,,,green,Fresh Black Grapes,"A small bunch of fresh black grapes, rinsed and served plain.","Great as a light snack or side. For balance, pair with a protein source like yogurt or nuts if you want longer-lasting fullness.",70,18,0.2,0.7,"[{""name"": ""Black grapes"", ""impact"": ""green""}]",,,,,,,,,58.33,0.0,86.67,31.83,
