id,title,agent,io,model,img_path,json_path,latency_ms,input_tokens,output_tokens,parse_ok,error,raw_output_snippet,is_food,no_pii,no_humans,no_captcha,recommendation,meal_title,meal_description,guidance_message,calories,carbohydrates,fats,proteins,ingredients_json,no_insuline_guidance,no_carb_content,no_emotional_or_judgmental_language,no_risky_ingredient_substitutions,no_treatment_recommendation,no_medical_diagnosis
upload_1749872693154_5d23dac1-9118-4776-ad69-9853f8e513fa,Beef Sushi Roll,mealAnalysis,vision,gpt-4.1,data/images/upload_1749872693154_5d23dac1-9118-4776-ad69-9853f8e513fa.jpeg,data/json-files/upload_1749872693154_5d23dac1-9118-4776-ad69-9853f8e513fa.json,6348.54,361,245,1,,"{
  ""is_food"": true,
  ""recommendation"": ""yellow"",
  ""meal_title"": ""Seared Beef Sushi Roll"",
  ""meal_description"": ""A sushi roll topped with seared beef slices and sliced green chili, served with wasabi and pickled ginger."",
  ""guidance_message"": ""This meal offers a balance of protein and carbohydrates. Consider the sodium content from sauces and the fat content from beef when making meal choices."",
  ""macros"": {
    ""calories"": 420,
    ""carbohydrates"": 48,
    ""fats"": 16,
    ""proteins"": 22
  },
  ""ingredients"": [
    {""name"": ""sushi rice"", ""impact"": ""yellow""},
    {""name"": ""seared beef"", ""impact"": ""orange""},
    {""name"": ""green chili"", ""impact"": ""green""},
    {""name"": ""soy sauce"", ""impact"": ""yellow""},
    {""name"": ""wasabi"", ""impact"": ""green""},
    {""name"": ""pickled ginger"", ""impact"": ""g",True,,,,yellow,Seared Beef Sushi Roll,"A sushi roll topped with seared beef slices and sliced green chili, served with wasabi and pickled ginger.",This meal offers a balance of protein and carbohydrates. Consider the sodium content from sauces and the fat content from beef when making meal choices.,420,48,16,22,"[{""name"": ""sushi rice"", ""impact"": ""yellow""}, {""name"": ""seared beef"", ""impact"": ""orange""}, {""name"": ""green chili"", ""impact"": ""green""}, {""name"": ""soy sauce"", ""impact"": ""yellow""}, {""name"": ""wasabi"", ""impact"": ""green""}, {""name"": ""pickled ginger"", ""impact"": ""green""}, {""name"": ""nori (seaweed)"", ""impact"": ""green""}]",,,,,,
upload_1749875264239_2a7fbe6a-e779-46e6-ac22-82d88a66ea3c,Strawberry Burrata Dessert,mealAnalysis,vision,gpt-4.1,data/images/upload_1749875264239_2a7fbe6a-e779-46e6-ac22-82d88a66ea3c.jpeg,data/json-files/upload_1749875264239_2a7fbe6a-e779-46e6-ac22-82d88a66ea3c.json,6665.35,361,237,1,,"{
  ""is_food"": true,
  ""recommendation"": ""yellow"",
  ""meal_title"": ""Strawberry and Pistachio Dessert"",
  ""meal_description"": ""A dessert featuring sliced strawberries, crushed pistachios, a dollop of cream or cheese, and a granita or ice base."",
  ""guidance_message"": ""This dessert offers fresh fruit and nuts, but may contain added sugars and fats from the cream or cheese. Enjoy in moderation as part of a balanced diet."",
  ""macros"": {
    ""calories"": 220,
    ""carbohydrates"": 28,
    ""fats"": 10,
    ""proteins"": 4
  },
  ""ingredients"": [
    {
      ""name"": ""Strawberries"",
      ""impact"": ""green""
    },
    {
      ""name"": ""Pistachios"",
      ""impact"": ""yellow""
    },
    {
      ""name"": ""Cream or Cheese"",
      ""impact"": ""orange""
    },
    {
      ""name"": ""Granita/Ice (possible sugar)"",
  ",True,,,,yellow,Strawberry and Pistachio Dessert,"A dessert featuring sliced strawberries, crushed pistachios, a dollop of cream or cheese, and a granita or ice base.","This dessert offers fresh fruit and nuts, but may contain added sugars and fats from the cream or cheese. Enjoy in moderation as part of a balanced diet.",220,28,10,4,"[{""name"": ""Strawberries"", ""impact"": ""green""}, {""name"": ""Pistachios"", ""impact"": ""yellow""}, {""name"": ""Cream or Cheese"", ""impact"": ""orange""}, {""name"": ""Granita/Ice (possible sugar)"", ""impact"": ""yellow""}]",,,,,,
upload_1750038317524_55c71fd4-30e1-4e8b-93f8-86e6094f31b3,Baked Macaroni and Cheese,mealAnalysis,vision,gpt-4.1,data/images/upload_1750038317524_55c71fd4-30e1-4e8b-93f8-86e6094f31b3.jpeg,data/json-files/upload_1750038317524_55c71fd4-30e1-4e8b-93f8-86e6094f31b3.json,6509.55,361,214,1,,"{
  ""is_food"": true,
  ""recommendation"": ""orange"",
  ""meal_title"": ""Baked Macaroni and Cheese"",
  ""meal_description"": ""A baked pasta dish made with macaroni, cheese sauce, and topped with bread crumbs."",
  ""guidance_message"": ""This meal is rich and comforting, but can be high in calories, fats, and refined carbohydrates. Consider pairing with a side of vegetables for balance."",
  ""macros"": {
    ""calories"": 520,
    ""carbohydrates"": 60,
    ""fats"": 24,
    ""proteins"": 18
  },
  ""ingredients"": [
    {""name"": ""macaroni pasta"", ""impact"": ""orange""},
    {""name"": ""cheese"", ""impact"": ""orange""},
    {""name"": ""milk/cream"", ""impact"": ""yellow""},
    {""name"": ""butter"", ""impact"": ""red""},
    {""name"": ""bread crumbs"", ""impact"": ""yellow""}
  ]
}",True,,,,orange,Baked Macaroni and Cheese,"A baked pasta dish made with macaroni, cheese sauce, and topped with bread crumbs.","This meal is rich and comforting, but can be high in calories, fats, and refined carbohydrates. Consider pairing with a side of vegetables for balance.",520,60,24,18,"[{""name"": ""macaroni pasta"", ""impact"": ""orange""}, {""name"": ""cheese"", ""impact"": ""orange""}, {""name"": ""milk/cream"", ""impact"": ""yellow""}, {""name"": ""butter"", ""impact"": ""red""}, {""name"": ""bread crumbs"", ""impact"": ""yellow""}]",,,,,,
upload_1750038497319_6a3082e9-034c-4015-9eeb-9545000073c9,Bacon & Gouda Egg Bites,mealAnalysis,vision,gpt-4.1,data/images/upload_1750038497319_6a3082e9-034c-4015-9eeb-9545000073c9.jpeg,data/json-files/upload_1750038497319_6a3082e9-034c-4015-9eeb-9545000073c9.json,6998.1,361,229,1,,"{
  ""is_food"": true,
  ""recommendation"": ""yellow"",
  ""meal_title"": ""Sous Vide Egg Bites - Uncured Bacon & Gouda"",
  ""meal_description"": ""Egg bites made with cage-free eggs, uncured bacon, and gouda cheese, prepared using the sous vide method."",
  ""guidance_message"": ""This meal is a convenient source of protein and fats, but may be higher in sodium and saturated fat due to bacon and cheese. Consider balancing with vegetables or whole grains."",
  ""macros"": {
    ""calories"": 310,
    ""carbohydrates"": 5,
    ""fats"": 22,
    ""proteins"": 17
  },
  ""ingredients"": [
    {""name"": ""Eggs"", ""impact"": ""green""},
    {""name"": ""Uncured Bacon"", ""impact"": ""orange""},
    {""name"": ""Gouda Cheese"", ""impact"": ""yellow""},
    {""name"": ""Cream"", ""impact"": ""yellow""},
    {""name"": ""Salt"", ""impact"": ""orange""}
  ]
}",True,,,,yellow,Sous Vide Egg Bites - Uncured Bacon & Gouda,"Egg bites made with cage-free eggs, uncured bacon, and gouda cheese, prepared using the sous vide method.","This meal is a convenient source of protein and fats, but may be higher in sodium and saturated fat due to bacon and cheese. Consider balancing with vegetables or whole grains.",310,5,22,17,"[{""name"": ""Eggs"", ""impact"": ""green""}, {""name"": ""Uncured Bacon"", ""impact"": ""orange""}, {""name"": ""Gouda Cheese"", ""impact"": ""yellow""}, {""name"": ""Cream"", ""impact"": ""yellow""}, {""name"": ""Salt"", ""impact"": ""orange""}]",,,,,,
upload_1750091798026_6bfd2714-28cc-4f8e-9df2-8ceb92a5a071,Sugar Cookies,mealAnalysis,vision,gpt-4.1,data/images/upload_1750091798026_6bfd2714-28cc-4f8e-9df2-8ceb92a5a071.jpeg,data/json-files/upload_1750091798026_6bfd2714-28cc-4f8e-9df2-8ceb92a5a071.json,6862.35,361,222,1,,"{
  ""is_food"": true,
  ""recommendation"": ""orange"",
  ""meal_title"": ""Jar of Cookies"",
  ""meal_description"": ""A glass jar filled with round, golden-brown cookies, likely made with flour, sugar, butter, and eggs."",
  ""guidance_message"": ""Cookies are a sweet treat best enjoyed occasionally due to their higher sugar and fat content. Consider balancing with nutrient-dense foods."",
  ""macros"": {
    ""calories"": 480,
    ""carbohydrates"": 68,
    ""fats"": 20,
    ""proteins"": 4
  },
  ""ingredients"": [
    {""name"": ""flour"", ""impact"": ""yellow""},
    {""name"": ""sugar"", ""impact"": ""orange""},
    {""name"": ""butter"", ""impact"": ""orange""},
    {""name"": ""eggs"", ""impact"": ""green""},
    {""name"": ""baking powder"", ""impact"": ""green""},
    {""name"": ""salt"", ""impact"": ""yellow""}
  ]
}",True,,,,orange,Jar of Cookies,"A glass jar filled with round, golden-brown cookies, likely made with flour, sugar, butter, and eggs.",Cookies are a sweet treat best enjoyed occasionally due to their higher sugar and fat content. Consider balancing with nutrient-dense foods.,480,68,20,4,"[{""name"": ""flour"", ""impact"": ""yellow""}, {""name"": ""sugar"", ""impact"": ""orange""}, {""name"": ""butter"", ""impact"": ""orange""}, {""name"": ""eggs"", ""impact"": ""green""}, {""name"": ""baking powder"", ""impact"": ""green""}, {""name"": ""salt"", ""impact"": ""yellow""}]",,,,,,
upload_1750097681033_c71afe76-f144-4a19-9dd3-19a1178957f4,Peeled Orange Wedge,mealAnalysis,vision,gpt-4.1,data/images/upload_1750097681033_c71afe76-f144-4a19-9dd3-19a1178957f4.jpeg,data/json-files/upload_1750097681033_c71afe76-f144-4a19-9dd3-19a1178957f4.json,4606.12,361,143,1,,"{
  ""is_food"": true,
  ""recommendation"": ""green"",
  ""meal_title"": ""Peeled Orange"",
  ""meal_description"": ""A fresh orange, partially peeled and ready to eat."",
  ""guidance_message"": ""This is a nutritious fruit option, providing vitamins and hydration. Enjoy as part of a balanced diet."",
  ""macros"": {
    ""calories"": 62,
    ""carbohydrates"": 15,
    ""fats"": 0.2,
    ""proteins"": 1.2
  },
  ""ingredients"": [
    {
      ""name"": ""orange"",
      ""impact"": ""green""
    }
  ]
}",True,,,,green,Peeled Orange,"A fresh orange, partially peeled and ready to eat.","This is a nutritious fruit option, providing vitamins and hydration. Enjoy as part of a balanced diet.",62,15,0.2,1.2,"[{""name"": ""orange"", ""impact"": ""green""}]",,,,,,
upload_1750097765140_1dccfd72-61d7-462c-b163-f5b7c348b547,Pâté and Greens Plate,mealAnalysis,vision,gpt-4.1,data/images/upload_1750097765140_1dccfd72-61d7-462c-b163-f5b7c348b547.jpeg,data/json-files/upload_1750097765140_1dccfd72-61d7-462c-b163-f5b7c348b547.json,6453.23,361,202,1,,"{
  ""is_food"": true,
  ""recommendation"": ""yellow"",
  ""meal_title"": ""Pâté and Foie Gras with Toast and Salad"",
  ""meal_description"": ""A plate featuring slices of pâté and foie gras, toasted bread, and a small green salad."",
  ""guidance_message"": ""This meal offers a mix of protein, fats, and some greens. Consider balancing with more vegetables and moderating high-fat ingredients."",
  ""macros"": {
    ""calories"": 520,
    ""carbohydrates"": 38,
    ""fats"": 32,
    ""proteins"": 20
  },
  ""ingredients"": [
    {""name"": ""pâté"", ""impact"": ""orange""},
    {""name"": ""foie gras"", ""impact"": ""red""},
    {""name"": ""toasted bread"", ""impact"": ""yellow""},
    {""name"": ""green salad"", ""impact"": ""green""}
  ]
}",True,,,,yellow,Pâté and Foie Gras with Toast and Salad,"A plate featuring slices of pâté and foie gras, toasted bread, and a small green salad.","This meal offers a mix of protein, fats, and some greens. Consider balancing with more vegetables and moderating high-fat ingredients.",520,38,32,20,"[{""name"": ""pâté"", ""impact"": ""orange""}, {""name"": ""foie gras"", ""impact"": ""red""}, {""name"": ""toasted bread"", ""impact"": ""yellow""}, {""name"": ""green salad"", ""impact"": ""green""}]",,,,,,
upload_1750097815654_0a961795-6af4-447c-a0a5-71f98ea66240,Fresh Kiwi,mealAnalysis,vision,gpt-4.1,data/images/upload_1750097815654_0a961795-6af4-447c-a0a5-71f98ea66240.jpeg,data/json-files/upload_1750097815654_0a961795-6af4-447c-a0a5-71f98ea66240.json,4603.75,361,147,1,,"{
  ""is_food"": true,
  ""recommendation"": ""green"",
  ""meal_title"": ""Fresh Kiwi"",
  ""meal_description"": ""A sliced fresh kiwi fruit."",
  ""guidance_message"": ""Kiwi is a nutrient-dense fruit, providing vitamins, fiber, and antioxidants. It can be enjoyed as a healthy snack or added to meals."",
  ""macros"": {
    ""calories"": 42,
    ""carbohydrates"": 10,
    ""fats"": 0.4,
    ""proteins"": 0.8
  },
  ""ingredients"": [
    {
      ""name"": ""kiwi"",
      ""impact"": ""green""
    }
  ]
}",True,,,,green,Fresh Kiwi,A sliced fresh kiwi fruit.,"Kiwi is a nutrient-dense fruit, providing vitamins, fiber, and antioxidants. It can be enjoyed as a healthy snack or added to meals.",42,10,0.4,0.8,"[{""name"": ""kiwi"", ""impact"": ""green""}]",,,,,,
upload_1750097849597_00cf91d6-e95f-4880-b120-76efe150b1b8,Mixed Leafy Salad,mealAnalysis,vision,gpt-4.1,data/images/upload_1750097849597_00cf91d6-e95f-4880-b120-76efe150b1b8.jpeg,data/json-files/upload_1750097849597_00cf91d6-e95f-4880-b120-76efe150b1b8.json,7476.88,361,188,1,,"{
  ""is_food"": true,
  ""recommendation"": ""green"",
  ""meal_title"": ""Mixed Leafy Green Salad"",
  ""meal_description"": ""A fresh salad consisting of mixed leafy greens and diced yellow bell peppers."",
  ""guidance_message"": ""This meal is light and primarily composed of vegetables, making it a suitable option for a variety of eating patterns."",
  ""macros"": {
    ""calories"": 40,
    ""carbohydrates"": 8,
    ""fats"": 0.5,
    ""proteins"": 2
  },
  ""ingredients"": [
    {
      ""name"": ""lettuce"",
      ""impact"": ""green""
    },
    {
      ""name"": ""mixed leafy greens"",
      ""impact"": ""green""
    },
    {
      ""name"": ""yellow bell pepper"",
      ""impact"": ""green""
    }
  ]
}",True,,,,green,Mixed Leafy Green Salad,A fresh salad consisting of mixed leafy greens and diced yellow bell peppers.,"This meal is light and primarily composed of vegetables, making it a suitable option for a variety of eating patterns.",40,8,0.5,2,"[{""name"": ""lettuce"", ""impact"": ""green""}, {""name"": ""mixed leafy greens"", ""impact"": ""green""}, {""name"": ""yellow bell pepper"", ""impact"": ""green""}]",,,,,,
upload_1750097945898_eefbeb4b-8dda-4ced-a7df-7e653d5c471b,Plain White Rice,mealAnalysis,vision,gpt-4.1,data/images/upload_1750097945898_eefbeb4b-8dda-4ced-a7df-7e653d5c471b.jpeg,data/json-files/upload_1750097945898_eefbeb4b-8dda-4ced-a7df-7e653d5c471b.json,6409.94,361,143,1,,"{
  ""is_food"": true,
  ""recommendation"": ""yellow"",
  ""meal_title"": ""Plain White Rice"",
  ""meal_description"": ""A serving of plain white rice on a decorative plate."",
  ""guidance_message"": ""This meal is a source of carbohydrates and can be part of a balanced diet when paired with protein and vegetables."",
  ""macros"": {
    ""calories"": 200,
    ""carbohydrates"": 45,
    ""fats"": 0.4,
    ""proteins"": 4
  },
  ""ingredients"": [
    {
      ""name"": ""white rice"",
      ""impact"": ""yellow""
    }
  ]
}",True,,,,yellow,Plain White Rice,A serving of plain white rice on a decorative plate.,This meal is a source of carbohydrates and can be part of a balanced diet when paired with protein and vegetables.,200,45,0.4,4,"[{""name"": ""white rice"", ""impact"": ""yellow""}]",,,,,,
upload_1750100382667_e5dd5b7c-5a38-4304-b3a7-d8209c5d59a2,Grilled Chicken Salad Bowl,mealAnalysis,vision,gpt-4.1,data/images/upload_1750100382667_e5dd5b7c-5a38-4304-b3a7-d8209c5d59a2.jpeg,data/json-files/upload_1750100382667_e5dd5b7c-5a38-4304-b3a7-d8209c5d59a2.json,8952.49,361,253,1,,"{
  ""is_food"": true,
  ""recommendation"": ""green"",
  ""meal_title"": ""Grilled Chicken with Salad and Polenta"",
  ""meal_description"": ""A bowl containing grilled chicken, leafy green salad with dressing, pickled onions, and a serving of creamy polenta."",
  ""guidance_message"": ""This meal offers a balanced combination of lean protein, vegetables, and moderate carbohydrates. Including a variety of vegetables and lean protein can support a well-rounded diet."",
  ""macros"": {
    ""calories"": 420,
    ""carbohydrates"": 32,
    ""fats"": 16,
    ""proteins"": 32
  },
  ""ingredients"": [
    {
      ""name"": ""Grilled chicken"",
      ""impact"": ""green""
    },
    {
      ""name"": ""Leafy green salad"",
      ""impact"": ""green""
    },
    {
      ""name"": ""Salad dressing (herb-based)"",
      ""impact"": ""yellow""
    },
",True,,,,green,Grilled Chicken with Salad and Polenta,"A bowl containing grilled chicken, leafy green salad with dressing, pickled onions, and a serving of creamy polenta.","This meal offers a balanced combination of lean protein, vegetables, and moderate carbohydrates. Including a variety of vegetables and lean protein can support a well-rounded diet.",420,32,16,32,"[{""name"": ""Grilled chicken"", ""impact"": ""green""}, {""name"": ""Leafy green salad"", ""impact"": ""green""}, {""name"": ""Salad dressing (herb-based)"", ""impact"": ""yellow""}, {""name"": ""Polenta"", ""impact"": ""yellow""}, {""name"": ""Pickled onions"", ""impact"": ""green""}]",,,,,,
upload_1750176632186_7794b8b1-1eec-489d-a7d2-8ff1d8e94e22,"Eggs, Hash Brown & Coffee",mealAnalysis,vision,gpt-4.1,data/images/upload_1750176632186_7794b8b1-1eec-489d-a7d2-8ff1d8e94e22.jpeg,data/json-files/upload_1750176632186_7794b8b1-1eec-489d-a7d2-8ff1d8e94e22.json,6244.19,361,235,1,,"{
  ""is_food"": true,
  ""recommendation"": ""yellow"",
  ""meal_title"": ""Breakfast Plate with Scrambled Eggs, Sausage Patty, Hash Brown, Ketchup, and Black Coffee"",
  ""meal_description"": ""A breakfast meal consisting of scrambled eggs, a sausage patty, a hash brown, a serving of ketchup, and a cup of black coffee."",
  ""guidance_message"": ""This meal provides a balance of protein and carbohydrates, but contains processed items and added sodium. Consider adding fruits or vegetables for more nutrients."",
  ""macros"": {
    ""calories"": 370,
    ""carbohydrates"": 28,
    ""fats"": 22,
    ""proteins"": 15
  },
  ""ingredients"": [
    {""name"": ""scrambled eggs"", ""impact"": ""green""},
    {""name"": ""sausage patty"", ""impact"": ""orange""},
    {""name"": ""hash brown"", ""impact"": ""orange""},
    {""name"": ""ketchup"", ""impact",True,,,,yellow,"Breakfast Plate with Scrambled Eggs, Sausage Patty, Hash Brown, Ketchup, and Black Coffee","A breakfast meal consisting of scrambled eggs, a sausage patty, a hash brown, a serving of ketchup, and a cup of black coffee.","This meal provides a balance of protein and carbohydrates, but contains processed items and added sodium. Consider adding fruits or vegetables for more nutrients.",370,28,22,15,"[{""name"": ""scrambled eggs"", ""impact"": ""green""}, {""name"": ""sausage patty"", ""impact"": ""orange""}, {""name"": ""hash brown"", ""impact"": ""orange""}, {""name"": ""ketchup"", ""impact"": ""yellow""}, {""name"": ""black coffee"", ""impact"": ""green""}]",,,,,,
upload_1750180230407_6e49bf45-0e0b-4817-9cb1-2f8e10df6977,Black Coffee,mealAnalysis,vision,gpt-4.1,data/images/upload_1750180230407_6e49bf45-0e0b-4817-9cb1-2f8e10df6977.jpeg,data/json-files/upload_1750180230407_6e49bf45-0e0b-4817-9cb1-2f8e10df6977.json,4609.78,361,159,1,,"{
  ""is_food"": true,
  ""recommendation"": ""green"",
  ""meal_title"": ""Black Coffee"",
  ""meal_description"": ""A cup of black coffee served in a mug."",
  ""guidance_message"": ""Black coffee is low in calories and contains no added sugars or fats. It can be enjoyed as part of a balanced diet."",
  ""macros"": {
    ""calories"": 2,
    ""carbohydrates"": 0,
    ""fats"": 0,
    ""proteins"": 0
  },
  ""ingredients"": [
    {
      ""name"": ""Coffee"",
      ""impact"": ""green""
    },
    {
      ""name"": ""Water"",
      ""impact"": ""green""
    }
  ]
}",True,,,,green,Black Coffee,A cup of black coffee served in a mug.,Black coffee is low in calories and contains no added sugars or fats. It can be enjoyed as part of a balanced diet.,2,0,0,0,"[{""name"": ""Coffee"", ""impact"": ""green""}, {""name"": ""Water"", ""impact"": ""green""}]",,,,,,
upload_1750180679848_2b308ff1-fe70-46bb-b6a4-e1ef01c9d181,Cheeseburger with Veggies,mealAnalysis,vision,gpt-4.1,data/images/upload_1750180679848_2b308ff1-fe70-46bb-b6a4-e1ef01c9d181.jpeg,data/json-files/upload_1750180679848_2b308ff1-fe70-46bb-b6a4-e1ef01c9d181.json,8328.53,361,259,1,,"{
  ""is_food"": true,
  ""recommendation"": ""orange"",
  ""meal_title"": ""Cheeseburger with Fries"",
  ""meal_description"": ""A cheeseburger served with a side of fries. The burger includes a sesame seed bun, cheese, beef patty, tomato, lettuce, and arugula."",
  ""guidance_message"": ""This meal is high in calories and fats. Consider balancing with more vegetables or opting for a whole grain bun and leaner protein for a healthier option."",
  ""macros"": {
    ""calories"": 750,
    ""carbohydrates"": 60,
    ""fats"": 40,
    ""proteins"": 35
  },
  ""ingredients"": [
    {""name"": ""sesame seed bun"", ""impact"": ""orange""},
    {""name"": ""cheese"", ""impact"": ""orange""},
    {""name"": ""beef patty"", ""impact"": ""orange""},
    {""name"": ""tomato"", ""impact"": ""green""},
    {""name"": ""lettuce"", ""impact"": ""green""},
    {""name"": ""aru",True,,,,orange,Cheeseburger with Fries,"A cheeseburger served with a side of fries. The burger includes a sesame seed bun, cheese, beef patty, tomato, lettuce, and arugula.",This meal is high in calories and fats. Consider balancing with more vegetables or opting for a whole grain bun and leaner protein for a healthier option.,750,60,40,35,"[{""name"": ""sesame seed bun"", ""impact"": ""orange""}, {""name"": ""cheese"", ""impact"": ""orange""}, {""name"": ""beef patty"", ""impact"": ""orange""}, {""name"": ""tomato"", ""impact"": ""green""}, {""name"": ""lettuce"", ""impact"": ""green""}, {""name"": ""arugula"", ""impact"": ""green""}, {""name"": ""fries"", ""impact"": ""red""}]",,,,,,
upload_1750180959631_d9fa7e84-e4ef-4c30-8388-142ae1861f79,Glass of White Wine,mealAnalysis,vision,gpt-4.1,data/images/upload_1750180959631_d9fa7e84-e4ef-4c30-8388-142ae1861f79.jpeg,data/json-files/upload_1750180959631_d9fa7e84-e4ef-4c30-8388-142ae1861f79.json,4878.5,361,144,1,,"{
  ""is_food"": true,
  ""recommendation"": ""orange"",
  ""meal_title"": ""Glass of White Wine"",
  ""meal_description"": ""A glass of white wine served in a wine glass."",
  ""guidance_message"": ""Alcoholic beverages like white wine should be consumed in moderation. Consider the impact on daily calorie intake and overall health goals."",
  ""macros"": {
    ""calories"": 120,
    ""carbohydrates"": 4,
    ""fats"": 0,
    ""proteins"": 0
  },
  ""ingredients"": [
    {
      ""name"": ""white wine"",
      ""impact"": ""orange""
    }
  ]
}",True,,,,orange,Glass of White Wine,A glass of white wine served in a wine glass.,Alcoholic beverages like white wine should be consumed in moderation. Consider the impact on daily calorie intake and overall health goals.,120,4,0,0,"[{""name"": ""white wine"", ""impact"": ""orange""}]",,,,,,
upload_1750182735800_604d3797-d9eb-436f-997f-1d202a9bbcb4,Mixed Green Salad,mealAnalysis,vision,gpt-4.1,data/images/upload_1750182735800_604d3797-d9eb-436f-997f-1d202a9bbcb4.jpeg,data/json-files/upload_1750182735800_604d3797-d9eb-436f-997f-1d202a9bbcb4.json,6246.9,361,243,1,,"{
  ""is_food"": true,
  ""recommendation"": ""green"",
  ""meal_title"": ""Mixed Green Salad"",
  ""meal_description"": ""A bowl of mixed greens with spinach, lettuce, cabbage, peas, apple pieces, and seeds, topped with a light dressing."",
  ""guidance_message"": ""This salad is rich in vegetables and provides a variety of nutrients. It is a balanced choice for a light meal or side."",
  ""macros"": {
    ""calories"": 180,
    ""carbohydrates"": 22,
    ""fats"": 7,
    ""proteins"": 6
  },
  ""ingredients"": [
    {""name"": ""spinach"", ""impact"": ""green""},
    {""name"": ""lettuce"", ""impact"": ""green""},
    {""name"": ""red cabbage"", ""impact"": ""green""},
    {""name"": ""peas"", ""impact"": ""green""},
    {""name"": ""apple"", ""impact"": ""green""},
    {""name"": ""seeds (pumpkin/sunflower)"", ""impact"": ""green""},
    {""name"": ""salad dressing""",True,,,,green,Mixed Green Salad,"A bowl of mixed greens with spinach, lettuce, cabbage, peas, apple pieces, and seeds, topped with a light dressing.",This salad is rich in vegetables and provides a variety of nutrients. It is a balanced choice for a light meal or side.,180,22,7,6,"[{""name"": ""spinach"", ""impact"": ""green""}, {""name"": ""lettuce"", ""impact"": ""green""}, {""name"": ""red cabbage"", ""impact"": ""green""}, {""name"": ""peas"", ""impact"": ""green""}, {""name"": ""apple"", ""impact"": ""green""}, {""name"": ""seeds (pumpkin/sunflower)"", ""impact"": ""green""}, {""name"": ""salad dressing"", ""impact"": ""yellow""}]",,,,,,
upload_1750182831517_fa06a30c-cffc-40b8-9ac3-abc35e1d1635,Supergreen Edamame Salad,mealAnalysis,vision,gpt-4.1,data/images/upload_1750182831517_fa06a30c-cffc-40b8-9ac3-abc35e1d1635.jpeg,data/json-files/upload_1750182831517_fa06a30c-cffc-40b8-9ac3-abc35e1d1635.json,5428.32,361,218,1,,"{
  ""is_food"": true,
  ""recommendation"": ""green"",
  ""meal_title"": ""Mixed Green Salad"",
  ""meal_description"": ""A bowl of mixed greens with spinach, lettuce, cabbage, peas, apple pieces, and a light dressing."",
  ""guidance_message"": ""This salad is rich in vegetables and provides a variety of nutrients. It is a balanced choice for a light meal or side."",
  ""macros"": {
    ""calories"": 180,
    ""carbohydrates"": 22,
    ""fats"": 7,
    ""proteins"": 5
  },
  ""ingredients"": [
    {""name"": ""spinach"", ""impact"": ""green""},
    {""name"": ""lettuce"", ""impact"": ""green""},
    {""name"": ""red cabbage"", ""impact"": ""green""},
    {""name"": ""peas"", ""impact"": ""green""},
    {""name"": ""apple"", ""impact"": ""green""},
    {""name"": ""light dressing"", ""impact"": ""yellow""}
  ]
}",True,,,,green,Mixed Green Salad,"A bowl of mixed greens with spinach, lettuce, cabbage, peas, apple pieces, and a light dressing.",This salad is rich in vegetables and provides a variety of nutrients. It is a balanced choice for a light meal or side.,180,22,7,5,"[{""name"": ""spinach"", ""impact"": ""green""}, {""name"": ""lettuce"", ""impact"": ""green""}, {""name"": ""red cabbage"", ""impact"": ""green""}, {""name"": ""peas"", ""impact"": ""green""}, {""name"": ""apple"", ""impact"": ""green""}, {""name"": ""light dressing"", ""impact"": ""yellow""}]",,,,,,
upload_1750184236286_fe8af98c-e6e5-4246-8ab1-0ca74e1de489,Classic Burger,mealAnalysis,vision,gpt-4.1,data/images/upload_1750184236286_fe8af98c-e6e5-4246-8ab1-0ca74e1de489.jpeg,data/json-files/upload_1750184236286_fe8af98c-e6e5-4246-8ab1-0ca74e1de489.json,8294.36,361,237,1,,"{
  ""is_food"": true,
  ""recommendation"": ""orange"",
  ""meal_title"": ""Classic Hamburger"",
  ""meal_description"": ""A hamburger with a sesame seed bun, lettuce, tomato, and a beef patty."",
  ""guidance_message"": ""This meal is enjoyable as an occasional treat. For a more balanced option, consider adding more vegetables and choosing leaner protein sources."",
  ""macros"": {
    ""calories"": 450,
    ""carbohydrates"": 40,
    ""fats"": 22,
    ""proteins"": 22
  },
  ""ingredients"": [
    {
      ""name"": ""Sesame seed bun"",
      ""impact"": ""orange""
    },
    {
      ""name"": ""Beef patty"",
      ""impact"": ""orange""
    },
    {
      ""name"": ""Lettuce"",
      ""impact"": ""green""
    },
    {
      ""name"": ""Tomato"",
      ""impact"": ""green""
    },
    {
      ""name"": ""Sauce (likely ketchup or similar)"",
      ""impa",True,,,,orange,Classic Hamburger,"A hamburger with a sesame seed bun, lettuce, tomato, and a beef patty.","This meal is enjoyable as an occasional treat. For a more balanced option, consider adding more vegetables and choosing leaner protein sources.",450,40,22,22,"[{""name"": ""Sesame seed bun"", ""impact"": ""orange""}, {""name"": ""Beef patty"", ""impact"": ""orange""}, {""name"": ""Lettuce"", ""impact"": ""green""}, {""name"": ""Tomato"", ""impact"": ""green""}, {""name"": ""Sauce (likely ketchup or similar)"", ""impact"": ""yellow""}]",,,,,,
